Year,Terminal,Station,Latitude,Longitude,NB Docks,Notes,Install Date
2013,30068,Girard Ave N & W Broadway Ave,44.99957,-93.297071,15,,
2013,30069,Farview Park,45.005994,-93.287559,15,,
2013,30070,West Broadway & Logan Ave N,45.002448,-93.305857,15,,
2013,30071,North Regional Library,45.012998,-93.296761,15,,
2013,30072,Lowry Ave N & Penn Ave,45.013318,-93.307798,15,,
2013,30073,West 34th Street  & Hennepin Ave S,44.941388,-93.298634,15,,
2013,30074,27th Ave SE & University Ave.,44.97259,-93.218919,15,,
2013,30075,Curfew Street & Ellis Ave.,44.96616,-93.20525,15,,
2013,30076,Carleton Street & University Ave,44.963549,-93.195906,15,,
2013,30077,Fairview Ave. & University Ave.,44.95665,-93.17706,15,,
2013,30078,Hamline University,44.964172,-93.165868,15,,
2013,30079,Sherburne Ave & Snelling Ave N,44.956624,-93.16734,15,,
2013,30080,Midtown YWCA,44.94823,-93.24054,15,,
2013,30081,East Lake Street & 36th Ave S,44.94826,-93.22106,15,,
2013,30082,N Victoria Street & University Ave,44.956052,-93.136556,15,,
2013,30083,Merriam Park Library,44.94885,-93.1773,15,,
2013,30084,Grand Ave & Cretin Ave,44.939936,-93.192758,15,,
2013,30085,Grand Ave & Fairview Ave,44.940513,-93.177093,15,,
2013,30086,Macalester College,44.940218,-93.17022,15,,
2013,30087,Grant Street & Portland Ave,44.96954,-93.2669,15,,
2013,30088,6th Ave. SE & University Ave.,44.983281,-93.24812,19,,
2013,30089,Lake Calhoun Center,44.94885,-93.31759,27,,
2013,30090,Portland Ave. & Washington Ave.,44.978068,-93.26023,19,,
2013,30091,Gateway Park,44.9825943,-93.2675139,15,,
2013,30092,2nd Street N & 8th Ave. N,44.989166,-93.27651,19,,
2013,30093,West 15th Street & Willow,44.968237,-93.281991,15,,
2013,30094,West 32nd Street & Bryant Ave S,44.94478,-93.29038,15,,
2013,30095,West 36th Street & Bryant Ave S,44.93775,-93.29122,15,,
2013,30096,University Ave. NE & 12th Ave. NE,44.999894,-93.26296,15,,
2013,30097,Pleasant Ave S &  Lake Street,44.948556,-93.283163,15,,
2013,30098,Marshall Street NE & 8th Ave. NE,44.995348,-93.266854,15,,
2013,30099,Kowalski's Market,44.94016,-93.1529,15,,
2013,30100,Grand Ave & Lexington Parkway,44.940127,-93.146957,15,,
2013,30101,N Milton Street & Summit Ave,44.941599,-93.138832,15,,
2013,30102,St. Catherine University,44.926969,-93.182263,15,,
2013,30103,Hague Ave & Dale Street,44.945736,-93.12661,15,,
2013,30104,Logan Park,44.99882,-93.25276,15,,
2013,30105,Wilder Foundation,44.95498,-93.14795,15,,
2013,30106,Dale Street & Grand Ave.,44.939779,-93.126261,15,,
2013,30107,Dale Street N & University Ave,44.956066,-93.126088,15,,
2013,30108,Carter Ave & Como Ave,44.981343,-93.193977,15,,
2013,30109,Como Ave. SE & 29th Ave. SE,44.987934,-93.212892,19,,
2013,30110,15th Ave. SE & Como Ave. SE,44.987517,-93.230469,15,,
2013,30111,St. Paul Police Western District,44.953527,-93.156984,15,,
2013,30112,Central Ave. NE & 22nd Ave NE,45.00994,-93.247114,15,,
2013,30113,U of M St. Paul Student Center,44.984527,-93.185029,15,,
2013,30114,Cleveland Ave N & Laurel Ave,44.945367,-93.1873,15,,
2013,30115,U of M St. Paul Campus,44.980558,-93.181384,15,,
2013,30116,Minnesota History Center,44.949053,-93.10673,15,,
2013,30117,10th Street E & Cedar Street,44.950189,-93.09759,15,,
2013,30118,6th Street & Jackson Street,44.948737,-93.09041,19,,
2013,30119,Union Depot,44.948399,-93.086584,23,,
2013,30120,Kellogg Blvd E & Jackson Street,44.946191,-93.088802,19,,
2013,30121,7th Street E & Wacouta Street,44.950766,-93.089245,15,,
2013,30122,Saint Paul College,44.948317,-93.110544,19,,
2013,30123,Minnesota Dept. of Transportation,44.95385,-93.10445,19,,
2013,30124,Kellogg Blvd W & Smith Ave,44.945173,-93.103863,23,,
2013,30125,Lafayette Road & Grove Street,44.956028,-93.08465,23,,
2013,30126,5th Street E & Minnesota Street N,44.94683,-93.09231,23,,
2013,30127,Landmark Plaza,44.945267,-93.096114,23,,
2013,30128,Wells Fargo Place,44.94813,-93.09663,19,,
2013,30129,State Street & Cesar Chavez Street,44.93002,-93.0779,15,,
2013,30130,River Park Plaza,44.943253,-93.083923,19,,
2013,30131,Harriet Island,44.93768,-93.094532,23,,
2013,30132,Kellogg Blvd & Wabasha Street,44.943846,-93.09227,19,,
2013,30133,Wabasha Street S & Cesar Chavez Street,44.934503,-93.084497,15,,
2013,30134,Upper Landing,44.940902,-93.098712,19,,
2013,30135,7th Street W & Grand Ave,44.94144,-93.10624,19,,
2013,30136,Science Museum of Minnesota,44.942846,-93.097836,19,,
2013,30137,Selby Ave & Virginia Street,44.9467,-93.1151,19,,
2013,30138,University Ave & Western Ave,44.95562,-93.11665,15,,
2013,30139,E 14th Street & N Robert Street,44.954697,-93.097817,17,,
2013,30140,N Marion Street & University Ave W,44.95476,-93.10955,15,,
2013,30141,N Robert Street & E 10th Street,44.951132,-93.094545,19,,
2013,30142,9th Street N & Hawthorne Ave,44.977128,-93.277505,25,,
2013,30143,Chicago Ave & Washington Ave S,44.977521,-93.256736,19,,
2013,30144,N 4th Ave & W River Parkway,44.988461,-93.269087,15,,
2013,30145,Minneapolis Park & Recreation Board,45.00095,-93.277037,15,,
2013,30146,Webber Park,45.033069,-93.29065,15,,
2013,30147,Lake Street & West River Parkway,44.948452,-93.206201,15,,
2013,30148,46th Street Light Rail,44.920466,-93.21953,19,,
2013,30149,Minnehaha Park,44.916906,-93.213587,27,,
2013,30150,Fort Snelling Visitor Center,44.894044,-93.187381,31,,
2013,30151,Boom Island Park,44.99254,-93.270256,15,,
2013,30152,Broadway & Marshall Street NE,44.998613,-93.268633,15,,
2013,30153,Coldwater Spring,44.905043,-93.198283,15,,
2013,30154,13th Ave & West River Parkway,44.976252,-93.248954,15,,
2013,30155,University of St. Thomas,44.943017,-93.191837,19,,
2013,30156,Lake Nokomis,44.915957,-93.242761,23,,
2013,30157,Lake Harriet Bandshell,44.92936,-93.30713,27,,
2013,30158,Lake Street & Knox Ave S,44.9485,-93.305209,33,,
2013,30159,Fort Snelling State Park,44.890527,-93.18237,27,,
2013,30160,Dupont Ave S & Lake Street,44.949699,-93.293129,15,,
2013,30161,27th Ave S & East Lake Street,44.947329,-93.233092,15,,
2013,30162,Mississippi River Blvd & Summit Ave,44.940288,-93.197997,15,,
2013,30163,38th Street Light Rail,44.93434,-93.229338,15,,
2013,30164,Cleveland Ave S & Highland Parkway,44.919593,-93.187264,15,,
2013,30165,Upton Ave S & Sheridan Ave S,44.92515,-93.314597,19,,
2013,30166,W 36th Street & W Calhoun Parkway,44.937817,-93.320212,19,,
2013,30167,LaSalle Ave & 9th Street S (10th & Nicollet),44.975504,-93.275513,19,"Station was at 10th & Nicollet (44.97384, -93.2745) until 8/12, moved to 9th and Lasalle starting 8/13 ",
2013,30168,Marshall Street NE & Lowry Ave,45.01312,-93.27166,15,,
2013,30169,Marshall Street NE & 18th Ave NE,45.006229,-93.271571,15,,
2012,30000,100 Main Street SE,44.984892,-93.256551,27,,
2012,30001,25th Street & 33rd. Ave. S.,44.95734,-93.22374,15,,
2012,30002,Augsburg College,44.96622,-93.2384,15,,
2012,30003,Plymouth Ave N. &  N. Oliver Ave,44.991412,-93.306269,19,,
2012,30004,11th Street & Hennepin,44.97534,-93.27869,23,,
2012,30005,Hennepin & Central Avenue NE,44.98889,-93.25392,15,,
2012,30006,YWCA Downtown,44.972217,-93.276435,23,,
2012,30007,9th Street & 4th Ave.,44.97265,-93.26872,19,,
2012,30008,Midtown Exchange,44.94851,-93.2602,19,,
2012,30009,4th Street & 13th Ave. SE,44.98102,-93.23746,15,,
2012,30010,Hennepin & Laurel Ave.,44.97391,-93.28305,15,,
2012,30011,North 2nd Street & 4th Ave. N,44.986087,-93.272459,19,,
2012,30012,Mpls. Convention Center,44.970041,-93.275861,19,,
2012,30013,Lake Street & Lyndale,44.94964,-93.28827,19,,
2012,30014,25th Ave. S & Franklin,44.96293,-93.23604,15,,
2012,30015,Washington & Cedar,44.97344,-93.24748,20,,
2012,30016,Walker Art Center,44.96746,-93.28848,17,,
2012,30017,22nd Street & Lyndale,44.960744,-93.28815,19,,
2012,30018,MCAD,44.957214,-93.274981,17,,
2012,30019,Social Sciences,44.971359,-93.243754,29,,
2012,30020,YWCA Uptown,44.95131,-93.29853,19,,
2012,30021,Washington & 2nd Ave. N,44.98383,-93.27099,19,,
2012,30022,26th Street & Lyndale,44.95548,-93.28775,15,,
2012,30023,Chicago & 27th Street,44.95355,-93.26259,15,,
2012,30024,Kolthoff Hall,44.97381,-93.23649,39,,
2012,30025,Williamson Hall,44.977406,-93.234911,25,,
2012,30026,Mayo Memorial Building,44.972305,-93.231976,25,,
2012,30027,4th Street S & 19th Ave.,44.97003,-93.24519,15,,
2012,30028,Washington & Marquette,44.98112,-93.26634,19,,
2012,30029,5th Street & 3rd Ave. S,44.976602,-93.266701,27,,
2012,30030,South 2nd Street & 3rd Ave. S,44.980926,-93.26285,23,,
2012,30031,University Ave. & 23rd Ave. SE,44.974876,-93.224383,19,,
2012,30032,4th Street & 17th Ave. SE,44.97913,-93.23189,15,,
2012,30033,Franklin & 11th Ave.,44.96251,-93.2583,15,,
2012,30034,Oak Street Ramp,44.97202,-93.22697,23,,
2012,30035,Loring Park,44.9715,-93.284927,15,,
2012,30036,Downtown Library,44.980199,-93.269217,31,,
2012,30037,Currie Park,44.969225,-93.251136,15,,
2012,30038,19th Ave. S & Franklin,44.96312,-93.2456,15,,
2012,30039,Park Ave. S & 5th Street,44.97491,-93.26078,19,,
2012,30040,11th Street & Marquette,44.97265,-93.27405,15,,
2012,30041,Franklin & Portland,44.962846,-93.267526,15,,
2012,30042,IDS Center,44.975641,-93.272185,23,,
2012,30043,Lake Street & Humboldt,44.94865,-93.30077,19,,
2012,30044,26th Street & Hennepin,44.9554734,-93.29714298,15,,
2012,30045,Franklin & 28th Ave.,44.962679,-93.230493,19,,
2012,30046,Washington Ave. S & 9th Ave.,44.97654,-93.25535,19,,
2012,30047,University & Bank Street SE,44.98717,-93.25576,19,,
2012,30048,Franklin Ave. & Colfax,44.962645,-93.291832,15,,
2012,30049,Blaisdell Ave. S & W 26th Street,44.955077,-93.279738,15,,
2012,30050,3rd Street S & 2nd Ave. S,44.97974,-93.26599,27,,
2012,30051,7th Street & 4th Ave. S,44.97497,-93.266684,15,,
2012,30052,Nicollet Mall and Grant Street,44.96995,-93.278133,15,,
2012,30053,2nd Ave. N & N 6th St,44.980536,-93.275626,23,,
2012,30054,5th Ave. S & East 27th Street,44.954096,-93.26907,15,,
2012,30055,Hennepin Ave. & 4th Street,44.98017,-93.27152,19,,
2012,30056,5th Ave N & 4th Street N,44.98439,-93.277316,19,,
2012,30057,McNamara Center,44.9743,-93.22854,19,,
2012,30058,Elliot Hall,44.97685,-93.23818,15,,
2012,30059,Glenwood Ave & N Morgan Ave.,44.9807,-93.30441,15,,
2012,30060,Nicollet & Franklin,44.96342,-93.277939,23,,
2012,30061,Emerson Ave. S & 24th Street,44.959629,-93.294317,11,,
2012,30062,International Market Square,44.979396,-93.288464,19,,
2012,30063,Elliot Park,44.970553,-93.26079,15,,
2012,30064,28th Street & Nicollet Ave. S,44.9519,-93.27831,15,,
2012,30065,Washington Ave. N & 12th Ave. N,44.990764,-93.281058,15,,
2012,30066,Plymouth Ave. N & Fremont,44.992075,-93.294907,15,,
2012,30067,Bryant Ave. N & West Broadway,44.999341,-93.290941,15,,
2012,30068,North Commons Park,44.998685,-93.302251,15,,
2012,30069,Farview Park,45.005994,-93.287559,15,,
2012,30070,West Broadway & Logan Ave. N,45.002448,-93.305857,15,,
2012,30071,North Regional Library,45.012998,-93.296761,15,,
2012,30072,Lowry Ave. N & Penn Ave.,45.013318,-93.307798,15,,
2012,30073,27th Ave. SE & Yale Ave.,44.96657,-93.22046,15,,
2012,30074,27th Ave SE & University Ave.,44.97259,-93.218919,15,,
2012,30075,Curfew Street & Ellis Ave.,44.96616,-93.20525,15,,
2012,30076,Raymond Ave. & Ellis Avenue,44.96626,-93.19745,15,,
2012,30077,Fairview Ave. & University Ave.,44.95665,-93.17706,15,,
2012,30078,Hamline University,44.96311,-93.16383,15,,
2012,30079,Sherburne Ave. & Snelling Ave. N.,44.956624,-93.16734,15,,
2012,30080,Midtown YWCA,44.94823,-93.24054,15,,
2012,30081,East Lake Street & 39th Ave. S,44.948308,-93.21705,15,,
2012,30082,Not installed in 2012,,,,,
2012,30083,Merriam Park Library,44.94885,-93.1773,15,,
2012,30084,University of St. Thomas,44.940233,-93.188723,15,,
2012,30085,Grand Ave. & Fairview Ave.,44.940513,-93.177093,15,,
2012,30086,Macalester College,44.940218,-93.17022,15,,
2012,30087,Grant Street & Portland Ave.,44.96954,-93.2669,15,,
2012,30088,6th Ave. SE & University Ave.,44.983281,-93.24812,15,,
2012,30089,Lake Calhoun Center,44.94885,-93.31759,23,,
2012,30090,Portland Ave. & Washington Ave.,44.978068,-93.26023,19,,
2012,30091,Gateway Park,44.9825943,-93.2675139,15,,
2012,30092,2nd Street N & 8th Ave. N,44.989166,-93.27651,19,,
2012,30093,West 15th Street & Willow,44.967803,-93.283021,15,,
2012,30094,West 32nd Street & Bryant Ave. S,44.94478,-93.29038,15,,
2012,30095,West 36th Street & Bryant Ave. S,44.93775,-93.29122,15,,
2012,30096,University Ave. NE & 12th Ave. NE,44.999894,-93.26296,15,,
2012,30097,Nicollet Ave. & Lake Street,44.947797,-93.278291,15,,
2012,30098,Marshall Street NE & 8th Ave. NE,44.995348,-93.266854,15,,
2012,30099,Kowalski's Market,44.94016,-93.1529,15,,
2012,30100,Grand Ave. & Lexington Ave.,44.940127,-93.146957,15,,
2012,30101,N Milton Street & Summit Ave,44.941599,-93.138832,15,,
2012,30102,Marshall Avenue & Syndicate Street,44.948634,-93.154065,15,,
2012,30103,Hague Ave. & Dale Street,44.945736,-93.12661,15,,
2012,30104,Logan Park,44.99882,-93.25276,15,,
2012,30105,Wilder Foundation,44.95498,-93.14795,15,,
2012,30106,Dale Street & Grand Ave.,44.939779,-93.126261,15,,
2012,30107,Dale Street N. & University Ave.,44.956066,-93.126088,15,,
2012,30108,Carter Ave. & Como Ave.,44.981343,-93.193977,15,,
2012,30109,Como Ave. SE & 29th Ave. SE,44.987934,-93.212892,15,,
2012,30110,15th Ave. SE & Como Ave. SE,44.987517,-93.230469,15,,
2012,30111,St. Paul Police Western District,44.953527,-93.156984,15,,
2012,30112,Central Ave. NE & 22nd Ave NE,45.00994,-93.247114,15,,
2012,30113,U of M St. Paul Student Center,44.984527,-93.185029,15,,
2012,30114,Snelling Ave. N & Laurel Ave.,44.944828,-93.16713,15,,
2012,30115,U of M St. Paul Campus,44.980558,-93.181384,15,,
2012,30116,Minnesota History Center,44.949053,-93.10673,15,,
2012,30117,10th Street E & Cedar Street,44.950396,-93.098102,15,,
2012,30118,Jackson Street & 7th Place,44.949426,-93.091013,19,,
2012,30119,Union Depot,44.948399,-93.086584,23,,
2012,30120,Kellogg Blvd E & Jackson Street,44.946191,-93.088802,19,,
2012,30121,7th Street E & Wacouta Street,44.950766,-93.089245,15,,
2012,30122,Saint Paul College,44.948317,-93.110544,19,,
2012,30123,Minnesota Dept. of Transportation,44.95385,-93.10445,19,,
2012,30124,Kellogg Blvd W & Smith Ave,44.945173,-93.103863,23,,
2012,30125,Lafayette Road & Grove Street,44.956028,-93.08465,23,,
2012,30126,5th Street E & Minnesota Street N,44.94683,-93.09231,23,,
2012,30127,Landmark Plaza,44.945267,-93.096114,23,,
2012,30128,Wells Fargo Place,44.94813,-93.09663,19,,
2012,30129,State Street & Cesar Chavez Street,44.93002,-93.0779,19,,
2012,30130,Livingston Avenue Riverfront,44.942438,-93.087507,19,,
2012,30131,Harriet Island,44.93768,-93.094532,23,,
2012,30132,Kellogg Blvd & Wabasha Street,44.943846,-93.09227,19,,
2012,30133,Wabasha Street S & Cesar Chavez Street,44.934503,-93.084497,15,,
2012,30134,Upper Landing,44.936451,-93.103595,23,,
2012,30135,7th Street W & Grand Ave,44.94144,-93.10624,19,,
2012,30136,Science Museum of Minnesota,44.942846,-93.097836,19,,
2012,30137,Selby Ave & Virginia Street,44.9467,-93.1151,19,,
2012,30138,N  Western Ave & Central Ave,44.9525,-93.11599,15,,
2012,30139,E 14th Street & N Robert Street,44.954697,-93.097817,25,,
2012,30140,N Marion Street & University Ave W,44.95476,-93.10955,15,,
2012,30141,N Robert Street & E 10th Street,44.951132,-93.094545,19,,
2012,30142,9th Street N & Hawthorne Ave,44.977128,-93.277505,25,,
2012,30143,Chicago Ave & Washington Ave S,44.977521,-93.256736,19,,
2012,30144,N 4th Ave & W River Road,44.988461,-93.269087,15,,
2012,30145,Minneapolis Park & Recreation Board,45.00095,-93.277037,15,,
2011,30000,100 Main Street SE,44.984892,-93.256551,,,4/8/2011
2011,30001,25th Street & 33rd Ave. S,44.95734,-93.22374,,,4/8/2011
2011,30002,Augsburg College,44.96622,-93.2384,,,4/8/2011
2011,30003,Plymouth Ave. N & Oliver Ave. N,44.991412,-93.306269,,,4/9/2011
2011,30004,11th Street & Hennepin,44.97534,-93.27869,,,4/8/2011
2011,30005,Hennepin & Central Ave. NE,44.98889,-93.25392,,,4/8/2011
2011,30006,YWCA Downtown,44.972217,-93.276435,,,4/8/2011
2011,30007,9th Street & 4th Ave. S,44.97265,-93.26872,,,4/8/2011
2011,30008,Midtown Exchange,44.94859,-93.2602,,,4/9/2011
2011,30009,4th Street & 13th Ave. SE,44.98102,-93.23746,,,4/8/2011
2011,30010,Hennepin & Laurel Ave.,44.97391,-93.28305,,,4/8/2011
2011,30011,North 2nd Street & 4th Ave. N,44.986087,-93.272459,,,4/8/2011
2011,30012,Mpls. Convention Center,44.970041,-93.275861,,,4/8/2011
2011,30013,Lake Street & Lyndale,44.94964,-93.28827,,,4/8/2011
2011,30014,25th Ave. S & Franklin,44.96293,-93.23604,,,4/8/2011
2011,30015,Washington & Cedar,44.97344,-93.24748,,,4/8/2011
2011,30016,Walker Art Center,44.96746,-93.28848,,,4/8/2011
2011,30017,22nd Street & Lyndale,44.960744,-93.28815,,,4/8/2011
2011,30018,MCAD,44.957214,-93.274981,,,4/8/2011
2011,30019,Social Sciences,44.971359,-93.243754,,,4/19/2011
2011,30020,YWCA Uptown,44.95131,-93.29853,,,4/8/2011
2011,30021,Washington & 2nd Ave. N,44.98383,-93.27099,,,4/8/2011
2011,30022,26th Street & Lyndale,44.95548,-93.28775,,,4/8/2011
2011,30023,Chicago & 27th Street,44.95355,-93.26259,,,4/17/2011
2011,30024,Kolthoff Hall,44.97381,-93.23649,,,4/8/2011
2011,30025,Williamson Hall,44.977406,-93.234911,,,4/8/2011
2011,30026,Akerman Hall,44.97535,-93.2319,,,4/27/2011
2011,30027,4th Street S & 19th Ave.,44.97003,-93.24519,,,4/8/2011
2011,30028,Washington & Marquette,44.98112,-93.26634,,,4/8/2011
2011,30029,5th Street & 3rd. Ave. S,44.976602,-93.266701,,,4/19/2011
2011,30030,South 2nd Street & 3rd. Ave. S,44.980926,-93.26285,,,4/8/2011
2011,30031,University Ave. & 23rd Ave. SE,44.974588,-93.223323,,,4/8/2011
2011,30032,4th Street & 17th Ave. SE,44.97913,-93.23189,,,4/8/2011
2011,30033,Franklin & 11th Ave.,44.96251,-93.2583,,,4/8/2011
2011,30034,Oak Street Ramp,44.97202,-93.22697,,,4/27/2011
2011,30035,Loring Park,44.9715,-93.284927,,,4/8/2011
2011,30036,Downtown Library,44.980199,-93.269217,,,4/20/2011
2011,30037,Currie Park,44.969225,-93.251136,,,4/28/2011
2011,30038,19th Ave. S & Franklin,44.96312,-93.2456,,,4/8/2011
2011,30039,Park Ave. & 5th Street,44.97491,-93.26078,,,4/8/2011
2011,30040,11th Street & Marquette,44.97265,-93.27405,,,4/8/2011
2011,30041,Franklin & Portland,44.962846,-93.267526,,,4/8/2011
2011,30042,IDS Center,44.975641,-93.272185,,,4/8/2011
2011,30043,Lake Street & Humboldt,44.94865,-93.30077,,,4/8/2011
2011,30044,26th Street & Hennepin,44.955473,-93.297143,,,4/8/2011
2011,30045,Franklin & 28th Ave.,44.962679,-93.230493,,,4/8/2011
2011,30046,Washington Ave. S & 9th Ave.,44.97654,-93.25535,,,4/8/2011
2011,30047,University & Bank Street SE,44.98717,-93.25576,,,4/8/2011
2011,30048,Franklin Ave. & Colfax,44.9629,-93.29174,,,4/8/2011
2011,30049,Nicollet & 24th Street,44.959046,-93.2783,,,4/8/2011
2011,30050,3rd Street S. & 2nd Ave. S,44.97974,-93.26599,,,4/8/2011
2011,30051,7th Street & 4th Ave. S,44.97497,-93.266684,,,4/8/2011
2011,30052,Nicollet Mall & Grant Street,44.96995,-93.278133,,,4/8/2011
2011,30053,2nd Ave. N & North 4th Street,44.98193,-93.274184,,,4/8/2011
2011,30054,5th Ave. S & East 27th Street,44.954096,-93.26907,,,4/8/2011
2011,30055,Hennepin Ave. & 4th Street,44.98017,-93.27152,,,4/8/2011
2011,30056,5th Ave. N & N 4th Street,44.98439,-93.277316,,,4/8/2011
2011,30057,McNamara Center,44.9743,-93.22854,,,4/28/2011
2011,30058,Elliot Hall,44.97685,-93.23818,,,4/29/2011
2011,30059,Summit Academy,44.983938,-93.291001,,,4/8/2011
2011,30060,Nicollet & Franklin,44.96342,-93.277939,,,4/8/2011
2011,30061,Emerson Ave. S & 24th Street,44.959629,-93.294317,,,4/8/2011
2011,30062,International Market Square,44.979396,-93.288464,,,4/8/2011
2011,30063,Elliot Park,44.970553,-93.26079,,,4/8/2011
2011,30064,28th Street & Nicollet Ave. S,44.9519,-93.27831,,,4/8/2011
2011,30065,Washington Ave. N & 12th Ave. N,44.990764,-93.281058,,,4/19/2011
2011,30066,Plymouth Ave. N & Fremont,44.992075,-93.294907,,,4/18/2011
2011,30067,Bryant Ave. N & West Broadway,44.999341,-93.290941,,,4/18/2011
2011,30068,North Commons Park,44.998685,-93.302251,,,4/18/2011
2011,30069,Farview Park,45.005994,-93.287559,,,4/22/2011
2011,30070,West Broadway & Logan Ave. N,45.002448,-93.305857,,,4/18/2011
2011,30071,North Regional Library,45.012998,-93.296761,,,4/19/2011
2011,30072,Lowry Ave. N & Penn Ave.,45.013318,-93.307798,,,5/6/2011
2011,30073,27th Ave. SE & Yale Ave.,44.96657,-93.22046,,,6/23/2011
2011,30074,29th Ave. SE & University Ave.,44.9714,-93.21523,,,6/21/2011
2011,30075,Curfew Street & Ellis Ave.,44.966161,-93.20525,,,6/23/2011
2011,30076,Raymond Ave. & Ellis Avenue,44.96626,-93.19745,,,6/22/2011
2011,30077,Fairview Ave. & University Ave.,44.95665,-93.17706,,,6/27/2011
2011,30078,Hamline University,44.96302,-93.16388,,,7/6/2011
2011,30079,Sherburne Ave. & Snelling Ave. N.,44.956624,-93.16734,,,6/21/2011
2011,30080,Midtown YWCA,44.94823,-93.24054,,,6/23/2011
2011,30081,East Lake Street & 39th Ave. S,44.948308,-93.21705,,,6/23/2011
2011,30082,Wilder Street & Marshall Ave.,44.9486,-93.18583,,,7/2/2011
2011,30083,Merriam Park Library,44.94885,-93.1773,,,7/2/2011
2011,30084,St. Thomas University,44.940233,-93.188723,,,8/16/2011
2011,30085,Grand Ave. & Fairview Ave.,44.94018,-93.17617,,,8/4/2011
2011,30086,Macalester College,44.940218,-93.17022,,,7/2/2011
2011,30087,Grant Street & Portland Ave.,44.969535,-93.26695,,,7/7/2011
2011,30088,6th Ave. SE & University Ave.,44.983281,-93.24812,,,7/2/2011
2011,30089,Calhoun Executive Center,44.94885,-93.31759,,,8/12/2011
2011,30090,Portland Ave. & Washington Ave.,44.978068,-93.26023,,,7/17/2011
2011,30091,2nd Street N & Hennepin Ave.,44.983046,-93.26819,,,7/17/2011
2011,30092,2nd Street N & 8th Ave. N,44.989166,-93.27651,,,7/20/2011
2011,30093,West 15th Street & Willow,44.96801,-93.2836,,,8/12/2011
2011,30094,West 32nd Street & Bryant Ave. S,44.94478,-93.29038,,,7/17/2011
2011,30095,West 36th Street & Bryant Ave. S,44.93775,-93.29122,,,7/17/2011
2011,30096,University Ave. NE & 12th Ave. NE,44.999894,-93.26296,,,7/18/2011
2011,30097,Nicollet Ave. & Lake Street,44.94769,-93.27808,,,7/18/2011
2011,30098,Marshall Street NE & 8th Ave. NE,44.99611,-93.26774,,,7/18/2011
2011,30099,Kowalski's Market,44.940135,-93.15311,,,8/12/2011
2011,30100,Grand Ave. & Lexington Ave.,44.940127,-93.146957,,,9/18/2011
2011,30101,Victoria Street N. & University Ave.,44.956065,-93.13656,,,8/19/2011
2011,30102,Marshall Avenue & Syndicate Street,44.948634,-93.154065,,,8/18/2011
2011,30103,Hague Ave. & Dale Street,44.945736,-93.12661,,,8/18/2011
2011,30104,Logan Park,44.99882,-93.25276,,,9/1/2011
2011,30105,Lexington Ave. N & University Ave.,44.955977,-93.14646,,,8/18/2011
2011,30106,Dale Street & Grand Ave.,44.939779,-93.126261,,,9/23/2011
2011,30107,Dale Street N. & Sherburne Ave.,44.956481,-93.12643,,,8/26/2011
2011,30108,Carter Ave. & Como Ave.,44.981343,-93.193977,,,8/26/2011
2011,30109,Como Ave. SE & 29th Ave. SE,44.987934,-93.212892,,,8/26/2011
2011,30110,Como Ave. SE & 14th Ave. SE,44.9878,-93.23169,,,8/26/2011
2011,30111,St. Paul Police Western District,44.953527,-93.156984,,,9/23/2011
2011,30112,Central Ave. NE & 20th Ave NE,45.00879,-93.24721,,,9/23/2011
2011,30113,U of M St. Paul Student Center,44.984527,-93.185029,,,9/30/2011
2011,30114,Snelling Ave. N & Laurel Ave.,44.944828,-93.16713,,,9/23/2011
2011,30115,U of M St. Paul Campus,44.980717,-93.186961,,,9/30/2011
2010,30000,100 Main Street SE,44.984892,-93.256551,23,,
2010,30001,25th Street & 33rd. Ave. S.,44.95734,-93.22374,15,,
2010,30002,Augsburg College,44.96622,-93.2384,21,,
2010,30003,Plymouth Ave N. &  N. Oliver Ave,44.991412,-93.306569,23,,
2010,30004,11th Street & Hennepin,44.97534,-93.27869,23,,
2010,30005,Hennepin & 5th Street NE,44.98889,-93.25392,15,,
2010,30006,YWCA Downtown,44.972217,-93.27635,19,,
2010,30007,9th Street & 4th Ave.,44.97265,-93.26872,15,,
2010,30008,Midtown Exchange,44.94913,-93.26124,19,,
2010,30009,4th Street & 13th Ave. SE,44.98102,-93.23746,15,,
2010,30010,Hennepin & Laurel Ave.,44.97391,-93.28305,15,,
2010,30011,North 2nd Street & 3rd Ave. N,44.986078,-93.272459,19,,
2010,30012,Mpls. Convention Center,44.970098,-93.275886,19,,
2010,30013,Lake Street & Lyndale,44.94964,-93.28827,19,,
2010,30014,Franklin & 21st. Ave.,44.96267,-93.24304,15,,
2010,30015,Washington & Cedar,44.97344,-93.24748,12,,
2010,30016,Walker Art Center,44.96746,-93.28848,17,,
2010,30017,22nd Street & Lyndale,44.960744,-93.28815,15,,
2010,30018,MCAD,44.95728,-93.27458,17,,
2010,30019,Blegen Hall,44.972169,-93.242968,33,,
2010,30020,YWCA Uptown,44.95131,-93.29853,19,,
2010,30021,Washington & 2nd Ave. N,44.98383,-93.27099,19,,
2010,30022,26th Street & Lyndale,44.95548,-93.28775,15,,
2010,30023,Chicago & 27th Street,44.953396,-93.262487,15,,
2010,30024,Kolthoff Hall,44.973799,-93.236458,23,,
2010,30025,Williamson Hall,44.977406,-93.234911,25,,
2010,30026,Lind Hall,44.97419,-93.23331,19,,
2010,30027,Wilson Library,44.970653,-93.243518,31,,
2010,30028,Washington & Marquette,44.98112,-93.26634,19,,
